,name,score,normal_score,rank,prob,prob_flag,prob_sigma
0,飞利信,2759,0.694234592445328,14,0.747878855257086,True,0.4
1,恒宝股份,3207,0.8723658051689861,6,0.16133075576310216,False,0.4
2,数知科技,2834,0.7240556660039762,13,0.5173370843526228,True,0.4
3,聚龙股份,2841,0.7268389662027833,12,0.06457996307556188,False,0.4
4,梦网集团,1772,0.3017892644135189,25,0.5722658363977613,True,0.4
5,昆仑万维,1764,0.2986083499005964,26,0.4029863970230711,True,0.4
6,科蓝软件,3452,0.9697813121272366,4,0.4656054265218297,True,0.4
7,金固股份,2253,0.4930417495029821,23,0.9603475936725392,True,0.4
8,金冠股份,1644,0.2508946322067594,27,0.8954939400472127,True,0.4
9,金财互联,2718,0.6779324055666004,15,0.3319678862644893,False,0.4
10,紫光国微,1013,0.0,31,0.5484566397466677,True,0.4
11,中科创达,1846,0.3312127236580517,24,0.5739805212598456,True,0.4
12,信息发展,2403,0.5526838966202783,21,0.6911643196051281,True,0.4
13,海联金汇,2908,0.7534791252485089,9,0.25050390488446056,False,0.4
14,飞天诚信,3143,0.8469184890656064,7,0.08817522631734805,False,0.4
15,赢时胜,3316,0.9157057654075547,5,0.7151601363042059,True,0.4
16,科达股份,2857,0.7332007952286282,11,0.8934233406565244,True,0.4
17,汉威科技,2524,0.6007952286282306,17,0.30318063711263177,False,0.4
18,朗科科技,2403,0.5526838966202783,20,0.19286913570258268,False,0.4
19,华媒控股,2342,0.5284294234592445,22,0.6642930916077644,True,0.4
20,海峡创新,1518,0.2007952286282306,28,0.9009982363273252,True,0.4
21,*ST联络,1206,0.07673956262425448,30,0.8573855580007547,True,0.4
22,二三四五,3470,0.9769383697813121,3,0.8921728317765303,True,0.4
23,众应互联,2465,0.5773359840954274,19,0.7612697351349615,True,0.4
24,新晨科技,2903,0.7514910536779325,10,0.9943866718393204,True,0.4
25,广电运通,3494,0.9864811133200795,2,0.3351382567977512,False,0.4
26,数字认证,3043,0.8071570576540755,8,0.09625751103289568,False,0.4
27,奥马电器,2478,0.5825049701789264,18,0.5694835029424593,True,0.4
28,智度股份,3528,1.0,1,0.6669148882549166,True,0.4
29,华力创通,1384,0.1475149105367793,29,0.09192782071740134,False,0.4
30,广东骏亚,2559,0.6147117296222664,16,0.9936818470325128,True,0.4
