,name,score,normal_score,rank,prob,prob_flag,prob_sigma
0,特锐德,9297,0.6995208761122519,31,0.212910442477676,False,0.4
1,乐普医疗,8315,0.5874971480720967,45,0.3802071146083941,False,0.4
2,安科生物,8800,0.6428245493953912,36,0.5223612383390625,True,0.4
3,豆神教育,7065,0.4449007529089665,69,0.23631084105433486,False,0.4
4,华测检测,8677,0.6287930641113393,39,0.2525889660161816,False,0.4
5,亿纬锂能,10249,0.808122290668492,16,0.6543161307831765,True,0.4
6,爱尔眼科,8243,0.5792835957107004,48,0.5692992836247777,True,0.4
7,网宿科技,8183,0.5724389687428701,50,0.2894219721250857,False,0.4
8,机器人,10023,0.7823408624229979,18,0.3178653945606117,False,0.4
9,红日药业,4800,0.1865160848733744,96,0.4403901575203954,True,0.4
10,同花顺,10313,0.8154232261008442,15,0.4950860929417677,True,0.4
11,数知科技,10011,0.7809719370294319,19,0.5382413129413749,True,0.4
12,蓝色光标,7251,0.4661190965092403,67,0.3989589868995667,False,0.4
13,东方财富,11931,1.0,1,0.18871955830098952,False,0.4
14,碧水源,5469,0.2628336755646817,93,0.23708364433473025,False,0.4
15,三聚环保,7573,0.5028519279032626,58,0.7671747856865694,True,0.4
16,当升科技,8849,0.648414328085786,35,0.9474019677449206,True,0.4
17,思创医惠,10381,0.8231804699977184,12,0.6178467179375428,True,0.4
18,长信科技,10324,0.8166780743782798,14,0.12070013531536225,False,0.4
19,高新兴,6294,0.3569472963723477,80,0.1555762989489811,False,0.4
20,顺网科技,11150,0.9109057723020763,5,0.4126809069442601,True,0.4
21,长盈精密,9991,0.7786903947068218,20,0.4923425406974602,True,0.4
22,智飞生物,7491,0.4934976043805613,60,0.7315213522419373,True,0.4
23,汇川技术,8383,0.595254391968971,44,0.6741759453772057,True,0.4
24,华策影视,5804,0.3010495094684006,89,0.3334831040472697,False,0.4
25,信维通信,9352,0.7057951174994296,28,0.2762999216038527,False,0.4
26,沃森生物,8032,0.5552133242071641,51,0.29794512779210913,False,0.4
27,宋城演艺,4103,0.107004334930413,97,0.6147293383837125,True,0.4
